"match_id","home_team_id","away_team_id","competition_id","season_id","date_time","gameweek","home_ft_score","away_ft_score","home_corners","away_corners"
6425372,3773,3770,412,186243,2020-11-25 18:00:00,8,1,1,6,2
7485474,1628,1669,364,187475,2021-08-21 14:00:00,2,0,0,3,5
8341192,5646,5812,255,187965,2022-06-16 21:00:00,12,4,2,12,4
7485328,1623,1613,364,187475,2022-03-17 19:45:00,20,1,0,5,7
8823216,676,686,795,188124,2023-05-28 17:00:00,37,3,0,14,3
6639401,3193,3176,524,186353,2021-04-03 13:00:00,29,1,1,4,2
6632529,702,695,795,186267,2021-04-24 12:00:00,32,1,0,4,2
11932959,5638,5642,255,189744,2024-08-25 21:30:00,24,2,1,4,3
9967668,5655,5638,255,188756,2023-11-12 21:30:00,34,0,0,1,4
8819483,1632,1641,346,188096,2022-10-01 14:00:00,12,0,0,4,8
8785828,3799,3771,412,188122,2022-09-30 19:00:00,9,0,3,6,3
10518575,1672,1632,346,188987,2023-12-26 15:00:00,24,0,1,3,7
7536081,700,684,795,187526,2022-04-09 12:00:00,31,1,2,8,4
6632650,680,700,795,186267,2021-01-23 15:15:00,20,3,0,7,6
6589401,1624,1633,364,186810,2020-10-18 15:30:00,5,3,3,3,7
8823123,686,681,795,188124,2023-03-31 19:00:00,27,0,0,2,3
10480215,1613,1616,364,188989,2023-12-16 15:00:00,17,3,0,5,1
8341276,5646,5644,255,187965,2022-07-24 19:00:00,19,2,1,12,5
7512068,10529,1616,346,187482,2022-02-26 15:00:00,35,0,1,8,9
7536176,676,678,795,187526,2022-02-27 20:00:00,26,4,0,5,0
8776817,1624,1623,364,188095,2022-10-15 16:30:00,11,2,0,7,1
7512426,1627,1638,346,187482,2021-09-11 14:00:00,6,1,1,3,5
6632757,678,684,795,186267,2020-11-23 20:00:00,10,4,0,6,3
8785916,3781,3799,412,188122,2022-12-28 14:00:00,16,1,0,3,5
8785115,2448,2460,426,188082,2022-08-06 13:30:00,1,1,2,3,5
7485457,1669,1612,364,187475,2021-09-25 16:30:00,6,3,3,2,11
6542965,2462,2454,426,186265,2020-12-15 17:30:00,12,3,3,4,5
11340317,5707,5644,255,188756,2023-11-29 23:00:00,36,0,2,2,5
10607668,3173,3236,524,188994,2023-11-26 11:30:00,13,1,1,10,11
10517801,1630,1620,346,188987,2023-12-02 15:00:00,19,3,2,6,3
6593778,1626,1673,346,186333,2021-04-06 18:45:00,40,7,0,7,3
8819842,1672,1638,346,188096,2023-04-10 14:00:00,41,1,0,7,5
10572244,2444,2454,426,188974,2024-02-03 14:30:00,20,3,1,6,5
7517685,3797,3788,412,187374,2022-03-13 14:00:00,28,0,2,2,2
10518605,1643,1649,346,188987,2024-04-05 19:00:00,41,0,1,4,9
7246271,5649,5654,255,187168,2021-11-24,2,2,2,5,4
9967562,5644,5649,255,188756,2023-10-08 19:00:00,26,3,2,4,1
10572104,2482,2462,426,188974,2023-10-21 13:30:00,8,1,3,6,3
8785095,2453,2443,426,188082,2022-10-22 13:30:00,11,2,0,6,2
6594098,10531,1666,346,186333,2020-11-25 19:45:00,13,1,1,6,3
7512319,1637,1663,346,187482,2021-10-16 14:00:00,12,1,0,4,6
7485133,1646,1629,364,187475,2022-04-24 13:00:00,34,1,0,3,6
10517771,1673,1655,346,188987,2023-12-09 15:00:00,20,1,1,2,9
8785208,2444,2481,426,188082,2023-03-11 14:30:00,24,5,3,8,5
8823341,690,681,795,188124,2023-02-12 17:30:00,21,0,0,10,4
8341156,5655,5707,255,187965,2022-05-08 21:00:00,5,4,1,NA,NA
10521464,687,700,795,189012,2024-03-15 20:00:00,29,2,0,8,2
10480293,1651,1642,364,188989,2024-03-10 14:00:00,28,1,0,6,3
10517449,1673,1631,346,188987,2023-08-12 14:00:00,2,0,1,5,4
6632741,674,679,795,186267,2020-11-28 15:15:00,11,0,1,2,7
8776738,1651,1613,364,188095,2022-08-13 14:00:00,2,0,0,7,3
7606764,3185,3176,524,187528,2022-01-10 16:00:00,21,4,0,1,5
7606674,3192,3315,524,187528,2022-03-12 14:00:00,29,2,2,5,5
10517803,1620,1641,346,188987,2023-11-28 19:45:00,18,4,0,7,3
7512064,1660,1647,346,187482,2022-02-26 15:00:00,35,1,0,7,4
8819713,10529,1620,346,188096,2023-02-11 15:00:00,31,1,3,7,4
8785860,3771,3773,412,188122,2022-10-22 19:00:00,12,0,1,7,3
6425473,3779,3803,412,186243,2021-02-03 18:00:00,23,2,2,3,3
8819895,1660,1620,346,188096,2023-04-24 19:00:00,44,2,1,4,5
7516805,2447,2445,426,187511,2021-11-20 14:30:00,12,2,1,2,3
11932910,5649,5657,255,189744,2024-07-28 22:00:00,20,1,0,8,3
9967625,5657,5644,255,188756,2023-10-26 22:00:00,29,1,2,7,1
8786312,3771,3799,412,188122,2023-05-14 18:45:00,35,3,1,7,0
7485266,1619,1613,364,187475,2022-03-10 19:30:00,21,1,2,12,5
11932855,5653,5654,255,189744,2024-07-04 00:30:00,14,2,4,4,4
8341357,5673,5655,255,187965,2022-08-14 21:00:00,22,1,0,6,6
10517800,1649,1639,346,188987,2023-12-02 15:00:00,19,2,1,7,8
7485369,1669,1626,364,187475,2021-11-06 15:00:00,11,1,2,6,2
8786153,3788,3771,412,188122,2023-04-09 18:45:00,30,0,0,3,6
7606824,3172,3191,524,187528,2021-11-30 17:30:00,15,4,0,4,2
7512093,1620,1647,346,187482,2022-02-12 15:00:00,32,4,1,6,7
6632515,681,702,795,186267,2021-04-18 12:00:00,33,2,0,4,5
6594224,1678,10531,346,186333,2020-09-26 11:30:00,3,0,2,5,7
7516856,2481,2446,426,187511,2021-08-28 13:30:00,3,1,4,4,4
10607666,3178,3315,524,188994,2023-11-26 14:00:00,13,3,4,6,5
10567018,3773,3776,412,189971,2023-10-08 15:05:00,8,1,1,8,5
8341395,5644,5643,255,187965,2022-10-09 14:00:00,31,4,2,6,6
8819881,1655,1646,346,188096,2023-04-29 14:00:00,45,1,2,3,3
7512292,10531,1668,346,187482,2021-10-30 14:00:00,15,3,0,7,3
7516660,2462,2451,426,187511,2022-02-12 14:30:00,22,0,2,10,1
7517665,3774,3777,412,187374,2022-03-20 14:00:00,29,6,1,10,1
8341494,5685,5673,255,187965,2022-11-05 22:00:00,36,1,4,5,3
11340331,5643,5640,255,188756,2023-11-28,35,0,1,4,5
9967602,5660,5677,255,188756,2023-09-14 23:00:00,23,2,4,7,2
7517921,3803,3773,412,187374,2021-11-21 12:00:00,14,4,0,5,5
6639328,3219,3173,524,186353,2021-05-09 13:00:00,35,1,3,4,5
8785771,3795,3780,412,188122,2022-08-14 13:00:00,2,0,3,6,6
6542961,2443,2447,426,186265,2020-12-15 19:30:00,12,1,2,4,4
8819826,1660,1644,346,188096,2023-04-01 11:30:00,39,2,0,9,3
7536152,702,674,795,187526,2022-03-19 15:15:00,29,0,1,4,2
11932997,5644,5642,255,189744,2024-09-29 21:30:00,28,3,1,2,6
6632568,696,692,795,186267,2021-04-04 12:00:00,29,1,3,6,2
6589422,1629,1628,364,186810,2020-10-30 20:00:00,7,2,0,7,6
8823061,708,691,795,188124,2023-01-27 20:00:00,19,3,1,2,2
10521173,676,696,795,189012,2023-11-12 15:15:00,13,2,1,2,1
7512138,1637,1673,346,187482,2022-01-22 15:00:00,28,3,4,4,4
7485468,1610,1614,364,187475,2021-09-11 16:30:00,4,3,0,4,11
7517992,3779,3795,412,187374,2021-08-22 13:00:00,3,1,1,6,3
6542978,2443,2445,426,186265,2020-12-06 14:30:00,10,1,2,2,4
7485305,1626,1633,364,187475,2022-05-08 13:00:00,36,0,4,9,5
7485344,1613,1625,364,187475,2021-12-19 14:00:00,18,0,4,3,6
7512008,1641,1664,346,187482,2022-04-05 18:45:00,39,1,0,3,3
7246005,5648,5654,255,187168,2021-10-23 22:00:00,28,3,1,5,7
8786123,3788,3795,412,188122,2023-03-12 14:00:00,27,2,0,1,4
6639578,3162,3194,524,186353,2020-12-12 19:45:00,11,1,2,5,3
6184865,5648,5644,255,186667,2020-08-16 21:00:00,3,2,1,1,4
8785898,3795,3769,412,188122,2022-11-04 20:00:00,14,1,1,10,5
6425219,3774,3787,412,186243,2020-08-29 15:00:00,2,2,1,2,1
10607763,3178,3158,524,188994,2024-05-26 18:45:00,38,2,1,4,5
10480071,1624,1611,364,188989,2023-08-19 16:30:00,2,2,0,5,6
11873049,5656,5707,255,189744,2024-06-26 23:00:00,12,1,1,13,1
8785805,3766,3769,412,188122,2022-08-31 17:00:00,5,2,1,9,3
6185171,5657,5677,255,186667,2021-01-31 19:00:00,33,0,0,6,6
7536207,684,682,795,187526,2022-02-06 17:30:00,23,0,2,6,6
11873122,5642,5638,255,189744,2024-05-05 19:00:00,5,1,3,3,8
8776923,1625,1629,364,188095,2023-01-22 14:00:00,21,3,0,5,7
6593781,1640,1655,346,186333,2021-04-05 14:00:00,40,3,1,2,0
8819491,1641,1636,346,188096,2022-09-17 14:00:00,11,0,2,7,5
8822971,702,686,795,188124,2022-10-10 19:00:00,8,1,1,5,7
8785836,3787,3779,412,188122,2022-09-17 15:00:00,8,2,1,8,6
6632838,678,676,795,186267,2021-01-06 20:00:00,2,2,3,3,4
7536076,682,676,795,187526,2021-11-27 20:00:00,15,1,3,4,4
7485152,1631,1628,364,187475,2022-04-10 13:00:00,32,2,1,3,4
8785991,3781,3770,412,188122,2023-02-05 14:00:00,22,0,2,2,1
10521213,682,696,795,189012,2023-10-22 16:30:00,10,1,1,8,3
7512425,1618,1616,346,187482,2021-09-15 18:45:00,7,1,4,9,2
7536012,702,681,795,187526,2022-05-01 12:00:00,34,1,1,7,4
7606791,3185,3158,524,187528,2022-05-20 18:45:00,38,0,3,5,6
7536229,684,713,795,187526,2021-10-24 16:30:00,10,3,2,4,4
11873146,5707,5653,255,189744,2024-04-27 21:30:00,4,0,3,3,10
8341388,5685,5655,255,187965,2022-10-17 23:00:00,32,0,2,15,2
7517895,3802,3797,412,187374,2021-11-28 14:00:00,15,1,0,4,1
7517710,3788,3766,412,187374,2022-03-04 20:00:00,27,1,4,8,3
6543051,2460,2445,426,186265,2020-09-26 13:30:00,2,1,4,3,9
7512062,1668,1672,346,187482,2022-02-26 15:00:00,35,0,3,5,1
10607599,3173,3158,524,188994,2023-10-08 16:00:00,8,1,4,4,3
10607560,3315,3162,524,188994,2023-10-21 18:45:00,9,0,2,5,7
6542939,2454,2444,426,186265,2021-01-08 19:30:00,15,3,2,3,8
8341294,5646,5707,255,187965,2022-07-18 23:00:00,17,1,0,11,4
6542792,2444,2446,426,186265,2021-04-20 18:30:00,30,2,0,7,3
7512051,1627,10531,346,187482,2022-02-28 20:00:00,35,0,2,4,7
9967600,5655,5640,255,188756,2023-09-14 22:00:00,23,0,3,8,9
6425501,3804,3779,412,186243,2021-01-24 14:00:00,21,1,1,3,4
11933033,5651,5640,255,189744,2024-10-26 21:30:00,31,3,0,7,1
6542927,2451,2975,426,186265,2021-01-16 14:30:00,16,2,2,6,6
6593736,1639,1640,346,186333,2021-04-21 18:00:00,43,2,3,6,2
6425331,3766,3802,412,186243,2020-11-29 12:00:00,12,3,0,4,2
11873075,5656,5638,255,189744,2024-06-16 19:00:00,9,2,2,9,5
7516776,2500,2975,426,187511,2021-12-03 19:30:00,14,2,1,5,7
8819458,1635,1621,346,188096,2022-10-11 18:45:00,9,1,0,2,1
6639636,3157,3158,524,186353,2020-10-26 19:45:00,5,3,3,7,7
10517583,1655,1634,346,188987,2023-10-25 18:45:00,13,0,1,5,1
7485180,1631,1669,364,187475,2022-03-20 14:00:00,30,2,1,2,5
7516862,2444,2448,426,187511,2021-09-18 13:30:00,5,7,0,2,2
8777065,1651,1629,364,188095,2023-04-29 14:00:00,34,6,0,2,5
9967566,5659,5651,255,188756,2023-10-22 18:00:00,28,1,1,6,3
7536109,692,700,795,187526,2021-09-17 19:00:00,5,1,2,7,1
6185201,5653,5677,255,186667,2021-02-13 22:00:00,36,1,1,6,2
8785814,3779,3797,412,188122,2022-09-11 11:00:00,7,0,0,3,5
9967439,5643,5707,255,188756,2023-06-04 21:30:00,9,0,1,4,5
7512348,1641,1640,346,187482,2021-10-20 18:45:00,13,2,1,9,3
10521440,713,680,795,189012,2024-02-05 20:00:00,23,1,2,6,0
7516684,2445,2462,426,187511,2022-02-05 14:30:00,21,2,3,3,14
6639444,3185,3315,524,186353,2021-03-17 14:00:00,24,3,2,6,3
10521131,686,676,795,189012,2023-09-26 19:30:00,7,2,2,7,2
6594096,1618,1638,346,186333,2020-11-28 15:00:00,14,0,0,3,6
8785817,3803,3779,412,188122,2022-09-04 13:00:00,6,1,1,7,3
7485221,1630,1611,364,187475,2022-02-20 14:00:00,26,2,4,3,3
6593717,1641,1663,346,186333,2021-05-01 14:00:00,45,2,0,6,4
7485148,1644,1669,364,187475,2022-04-16 14:00:00,33,1,2,6,5
10518404,1672,10531,346,188987,2024-02-10 15:00:00,31,0,1,2,4
9967457,5685,5651,255,188756,2023-05-20 21:30:00,7,2,0,6,5
7517781,3772,3803,412,187374,2021-11-28 14:00:00,15,1,2,5,2
6639647,3205,3176,524,186353,2020-10-18 13:00:00,4,2,2,5,5
7246009,5707,5638,255,187168,2021-10-11 23:00:00,25,0,0,4,2
7516831,2448,2445,426,187511,2021-09-26 13:30:00,6,0,0,7,2
7512276,1664,1627,346,187482,2021-11-23 19:45:00,19,0,0,1,8
7517872,3788,3795,412,187374,2022-05-21 19:00:00,38,1,1,6,4
7485330,1624,1646,364,187475,2022-05-15 11:00:00,37,1,0,8,2
8785010,2447,2443,426,188082,2022-08-20 13:30:00,3,2,3,3,6
8341258,5644,5653,255,187965,2022-07-31 19:00:00,20,3,0,1,7
9967577,5685,5646,255,188756,2023-10-01 21:30:00,25,2,1,6,4
8823103,680,681,795,188124,2023-02-26 20:00:00,23,2,3,10,2
7516652,2447,2454,426,187511,2022-02-20 16:30:00,23,6,0,5,5
6632501,684,846,795,186267,2021-05-10 19:00:00,35,2,1,9,2
7536101,686,681,795,187526,2021-09-26 12:00:00,7,2,3,5,5
6639354,3193,3205,524,186353,2021-04-24 13:00:00,33,2,0,0,3
7511899,1647,1673,346,187482,2021-08-07 14:00:00,1,1,1,4,6
6639485,3205,3163,524,186353,2021-01-31 11:30:00,20,0,1,2,2
6589543,1633,1646,364,186810,2021-01-16 15:00:00,19,1,0,7,4
8785865,3767,3771,412,188122,2022-10-16 18:45:00,11,1,0,7,6
8819812,1621,1637,346,188096,2023-03-15 19:45:00,37,2,1,6,4
7516657,2445,2448,426,187511,2022-02-19 14:30:00,23,1,1,6,0
8819839,1673,1621,346,188096,2023-04-10 11:30:00,41,2,2,5,10
7485143,1651,1619,364,187475,2022-04-24 13:00:00,34,2,2,6,6
7245941,5648,5673,255,187168,2021-11-21 20:00:00,34,2,0,2,1
7536089,676,684,795,187526,2021-12-04 15:15:00,16,0,1,6,1
6594022,1673,1644,346,186333,2020-12-19 15:00:00,20,2,0,5,7
10567251,3797,3771,412,189971,2024-03-02 20:00:00,24,1,5,7,4
7536173,698,695,795,187526,2022-02-04 20:00:00,23,3,0,2,8
11318012,3771,3766,412,189971,2023-12-06 20:00:00,10,3,0,10,3
8827025,3164,3315,524,188160,2023-05-26 18:45:00,37,2,2,8,4
10572175,2446,2448,426,188974,2023-12-20 19:30:00,16,4,0,4,3
8826867,3236,3164,524,188160,2023-02-06 19:45:00,21,2,2,9,3
8785122,2463,2449,426,188082,2022-08-07 15:30:00,1,3,1,9,1
10521110,756,698,795,189012,2023-08-20 17:00:00,2,3,0,3,2
10521467,682,674,795,189012,2024-03-17 15:15:00,29,1,0,5,2
7606827,3191,3161,524,187528,2021-11-27 19:45:00,14,0,2,3,9
8819612,1632,1627,346,188096,2022-12-12 20:00:00,22,1,2,5,5
10607700,3178,3236,524,188994,2024-01-21 14:00:00,21,3,0,1,7
7536253,679,681,795,187526,2021-11-20 17:30:00,14,1,0,7,4
6593984,1638,1640,346,186333,2021-01-02 15:00:00,23,1,2,3,9
8819776,1643,1641,346,188096,2023-03-14 19:45:00,37,1,2,3,5
6425266,3802,3804,412,186243,2021-01-06 20:00:00,18,0,0,7,5
8776883,1613,1610,364,188095,2022-11-12 17:30:00,16,1,0,5,3
6184965,5654,5651,255,186667,2020-10-04 19:00:00,13,3,1,4,5
7536025,713,687,795,187526,2022-05-01 16:30:00,34,1,1,8,5
10607759,3176,3187,524,188994,2024-05-17 18:45:00,37,2,2,5,3
6639499,3162,3315,524,186353,2021-01-24 17:00:00,19,2,1,9,6
8341200,5707,5656,255,187965,2022-06-08 00:30:00,10,1,0,4,3
8786140,3781,19830,412,188122,2023-03-19 12:00:00,28,0,2,1,4
8776902,1659,1628,364,188095,2022-12-31 15:00:00,18,0,2,2,7
6425494,3774,3776,412,186243,2021-01-24 16:00:00,21,0,1,2,2
6632715,692,696,795,186267,2020-12-20 13:00:00,14,2,0,3,5
8819641,1655,1627,346,188096,2022-12-26 15:00:00,24,0,2,8,6
8819891,1673,1636,346,188096,2023-05-04 18:45:00,44,1,0,9,3
6589518,1628,1636,364,186810,2021-01-02 15:00:00,17,2,0,3,6
11873097,5651,5654,255,189744,2024-06-16 19:00:00,9,1,1,5,9
12281091,5656,5659,255,189744,2024-06-02,7,0,1,2,5
8822935,678,674,795,188124,2022-08-21 15:30:00,2,1,0,6,3
10517853,1640,1627,346,188987,2023-10-30 20:00:00,14,0,2,5,5
10572277,2447,2520,426,188974,2024-05-18 13:30:00,34,4,0,7,3
11873121,5707,5646,255,189744,2024-05-05 21:30:00,5,0,2,6,6
7535915,696,675,795,187526,2021-08-14 20:00:00,1,1,4,0,4
10480163,1613,1610,364,188989,2023-11-25 15:00:00,13,4,1,4,2
8826921,3158,3164,524,188160,2023-04-02 16:00:00,28,3,0,10,3
10567130,3788,3766,412,189971,2024-03-09 16:00:00,25,0,2,4,7
8777099,1623,1625,364,188095,2023-05-14 13:00:00,36,0,3,8,6
7536019,696,682,795,187526,2022-04-30 12:00:00,34,2,1,5,8
6632667,676,687,795,186267,2020-12-16 20:00:00,19,2,1,2,3
6632580,675,702,795,186267,2021-03-13 15:15:00,27,2,1,7,1
11932919,5685,5648,255,189744,2024-07-28 14:00:00,20,0,1,5,6
6589673,1619,1628,364,186810,2021-05-11 19:15:00,32,3,1,12,8
6639433,3161,3172,524,186353,2021-03-08 19:45:00,26,1,0,7,7
11340313,5655,5648,255,188756,2023-11-29 22:00:00,36,0,3,5,3
6593830,1618,1655,346,186333,2021-03-13 15:00:00,36,0,3,5,2
10567212,3766,3779,412,189971,2024-05-19 19:00:00,34,2,1,7,2
8785843,3769,3803,412,188122,2022-10-02 13:00:00,9,1,1,0,6
10607630,3194,3192,524,188994,2023-12-30 17:00:00,18,0,1,7,6
6589688,1610,1616,364,186810,2021-05-01 16:30:00,34,2,0,1,8
10572245,2447,2453,426,188974,2024-02-09 19:30:00,21,3,0,5,3
6639381,3315,3176,524,186353,2021-04-17 16:00:00,31,3,1,3,4
6639576,3187,3164,524,186353,2020-12-13 14:00:00,11,2,1,7,5
7516700,2462,2447,426,187511,2022-01-08 17:30:00,18,2,3,4,11
7246013,5685,5812,255,187168,2021-10-12 22:00:00,26,1,0,5,4
7606955,3162,3173,524,187528,2021-09-19 16:00:00,4,2,2,10,1
9967584,5657,5660,255,188756,2023-09-21 22:00:00,24,5,1,6,0
8341146,5646,5685,255,187965,2022-05-14 19:30:00,6,2,0,7,4
7516572,2500,2469,426,187511,2022-04-29 18:30:00,32,1,1,2,4
10567226,19830,3797,412,189971,2024-05-04 15:00:00,32,4,1,4,4
7536208,682,686,795,187526,2022-01-22 15:15:00,22,3,0,10,6
7516639,2463,2482,426,187511,2022-03-06 16:30:00,25,0,1,4,1
10567025,3787,3774,412,189971,2023-09-24 15:05:00,6,0,0,3,5
6425181,3775,3770,412,186243,2020-10-03 19:00:00,6,2,1,9,2
10572248,2462,2500,426,188974,2024-03-30 14:30:00,27,0,0,6,2
10607782,3193,3173,524,188994,2024-04-29 18:45:00,34,3,0,2,4
7512298,10529,1620,346,187482,2021-10-23 11:30:00,14,0,2,4,14
9967567,5649,5651,255,188756,2023-10-18 22:00:00,27,1,2,4,8
8341135,5812,5659,255,187965,2022-04-24 21:30:00,3,1,1,2,7
7516595,2457,2445,426,187511,2022-04-24 15:30:00,31,2,0,4,6
6639307,3159,3161,524,186353,2021-05-15 16:00:00,37,3,2,4,3
10607865,3254,3168,524,188994,2024-03-03 14:00:00,27,1,1,12,8
6589553,1624,1612,364,186810,2021-01-28 20:00:00,20,1,3,1,2
6543035,2449,2500,426,186265,2020-10-18 16:00:00,4,1,1,5,7
10480226,1628,1651,364,188989,2023-12-21 20:00:00,18,1,1,3,1
8776743,1613,1642,364,188095,2022-08-06 14:00:00,1,2,0,11,1
6185208,5643,5685,255,186667,2021-02-21 23:30:00,37,0,0,3,11
6632492,692,698,795,186267,2021-05-12 18:00:00,36,1,0,1,5
8341407,5663,5654,255,187965,2022-09-28 22:00:00,28,3,2,7,3
6639439,3176,3158,524,186353,2021-03-03 19:45:00,25,1,2,2,3
8826831,3161,3194,524,188160,2023-01-14 19:45:00,18,1,0,3,4
6425338,19830,3767,412,186243,2020-11-20 20:00:00,11,3,2,2,1
10521407,700,698,795,189012,2024-05-12 12:00:00,35,1,0,6,2
10480175,1614,1660,364,188989,2023-10-29 14:00:00,10,3,1,6,4
6542963,2449,2453,426,186265,2020-12-16 17:30:00,12,0,2,2,3
7606756,3158,3159,524,187528,2022-01-09 17:30:00,21,3,4,8,1
8826669,3172,3157,524,188160,2022-08-21 18:45:00,2,1,1,4,6
8341325,5707,5638,255,187965,2022-09-04 22:00:00,25,1,1,7,5
8785943,3780,3803,412,188122,2023-01-15 14:00:00,19,1,1,10,5
12684507,5640,5644,255,189744,2024-08-28 22:30:00,5,0,0,10,3
8341355,5654,5651,255,187965,2022-08-14 19:00:00,22,5,0,12,4
6425492,3799,3813,412,186243,2021-01-31 14:00:00,22,3,1,4,8
11933025,5653,5644,255,189744,2024-10-26 22:00:00,31,1,3,3,3
10567103,3780,3774,412,189971,2023-12-17 14:00:00,16,0,0,4,4
8785296,2453,2481,426,188082,2023-01-28 14:30:00,18,3,1,3,7
7485198,1629,1630,364,187475,2022-03-18 20:00:00,30,2,3,2,5
6594181,1655,10531,346,186333,2020-10-24 14:00:00,7,1,1,6,4
8819780,1627,1673,346,188096,2023-03-11 15:00:00,36,1,0,9,2
7485232,1646,1611,364,187475,2022-02-08 20:00:00,24,1,1,2,10
9967472,5644,5646,255,188756,2023-07-16 21:30:00,15,0,0,4,7
9967501,5677,5646,255,188756,2023-06-22 00:30:00,11,1,0,6,8
7606860,3162,3163,524,187528,2021-12-02 19:45:00,15,4,4,5,4
8785770,3787,3769,412,188122,2022-08-21 13:00:00,3,1,2,7,2
8819474,1643,1635,346,188096,2022-10-01 14:00:00,12,0,2,8,4
8785200,2457,2460,426,188082,2023-03-11 14:30:00,24,1,1,7,8
6185070,5812,5644,255,186667,2020-11-29,23,0,0,8,9
7606975,3178,3162,524,187528,2021-08-21 18:45:00,1,1,3,5,3
6589375,1628,1623,364,186810,2020-09-26 14:00:00,3,1,2,7,6
6632516,695,682,795,186267,2021-04-18 19:00:00,33,1,5,4,5
8819702,1655,1626,346,188096,2023-02-11 15:00:00,31,1,0,8,8
10480332,1623,1669,364,188989,2024-04-27 16:30:00,35,1,0,6,6
11933049,5642,5656,255,189744,2024-11-09 19:30:00,33,1,2,14,4
6425342,3803,3782,412,186243,2020-11-21 16:00:00,11,4,1,5,6
11276370,1651,1624,364,188989,2023-12-28 19:30:00,19,4,2,7,6
8823246,674,681,795,188124,2023-03-11 20:00:00,25,1,0,12,3
6185214,5646,5812,255,186667,2021-02-22 21:00:00,37,1,1,9,6
10518333,1638,1644,346,188987,2024-03-02 15:00:00,35,1,0,4,3
11933013,5707,5638,255,189744,2024-10-05 22:00:00,29,2,0,3,7
7512322,1618,1655,346,187482,2021-11-02 19:45:00,16,3,0,6,2
6632555,701,695,795,186267,2021-04-10 16:30:00,30,0,1,6,3
7512038,1621,1647,346,187482,2022-03-15 19:45:00,38,3,1,9,1
10607864,3161,3173,524,188994,2024-04-14 18:45:00,32,2,2,7,0
8341378,5656,5707,255,187965,2022-10-02,29,2,0,7,4
8785795,3781,3776,412,188122,2022-08-26 19:00:00,4,1,3,6,0
7511974,1637,10531,346,187482,2022-04-18 14:00:00,43,4,4,5,3
6632753,846,690,795,186267,2020-11-22 17:30:00,10,1,3,5,3
7516725,2445,2463,426,187511,2022-05-14 13:30:00,34,2,1,8,10
8819762,1621,1636,346,188096,2023-03-04 12:30:00,35,1,0,3,8
10521279,708,686,795,189012,2023-12-17 13:00:00,17,0,0,4,4
6639659,3159,3187,524,186353,2021-04-07 16:45:00,3,2,1,2,6
10607586,3193,3192,524,188994,2023-10-27 18:45:00,10,1,0,7,0
7516619,2469,2454,426,187511,2022-04-09 13:30:00,29,0,2,3,5
9967344,5659,5638,255,188756,2023-04-15 21:30:00,1,2,1,3,7
6594078,1621,1638,346,186333,2020-12-02 19:45:00,15,2,1,2,8
10572026,2447,2463,426,188974,2023-08-19 16:30:00,1,1,0,6,3
10518303,1632,1631,346,188987,2024-03-05 19:45:00,36,0,1,6,5
7512341,1660,1672,346,187482,2021-10-23 14:00:00,14,1,0,6,7
8822956,675,686,795,188124,2022-09-11 12:00:00,5,4,1,4,3
9967351,5648,5657,255,188756,2023-05-07,4,1,1,9,1
12337155,5812,5641,255,189744,2024-06-19 22:00:00,10,1,2,5,1
6589626,1609,1624,364,186810,2021-03-14 16:30:00,28,2,1,6,3
6632776,684,702,795,186267,2020-11-01 13:00:00,8,3,1,1,1
7246185,5646,5655,255,187168,2021-07-10 19:30:00,11,3,2,6,5
10480087,1610,1612,364,188989,2023-08-13 15:30:00,1,1,1,4,4
7485125,1631,1623,364,187475,2022-05-08 13:00:00,36,1,2,6,1
8776732,1609,1631,364,188095,2022-08-13 14:00:00,2,4,2,6,2
7535891,674,696,795,187526,2021-08-27 20:15:00,3,3,0,4,4
11932956,5654,5685,255,189744,2024-08-25 23:00:00,24,2,1,6,10
10572181,2444,2445,426,188974,2023-12-17 18:30:00,15,3,0,6,2
6639553,3166,3172,524,186353,2020-12-23 19:45:00,14,2,2,1,5
11720183,1618,1620,346,188987,2024-03-12 19:45:00,29,0,1,3,4
7516704,2453,2446,426,187511,2021-12-19 14:30:00,17,2,1,4,8
6594179,1640,1621,346,186333,2020-10-24 14:00:00,7,0,4,0,5
8341199,5707,5669,255,187965,2022-06-18 22:00:00,13,0,0,7,6
10517791,1666,1631,346,188987,2023-11-29 19:45:00,18,1,1,5,4
11467179,3315,3176,524,188994,2024-01-06 19:45:00,19,1,0,1,8
7485430,1631,1646,364,187475,2021-09-25 14:00:00,6,2,2,8,3
8819488,1621,1638,346,188096,2022-10-01 14:00:00,12,2,1,4,4
6185187,5660,5646,255,186667,2021-02-17 22:30:00,35,1,0,5,4
7606666,3194,3193,524,187528,2022-04-04 16:30:00,31,1,0,2,5
7516782,2975,2469,426,187511,2021-10-23 13:30:00,9,4,1,3,4
6639398,3219,3160,524,186353,2021-04-03 13:00:00,29,2,2,3,3
8341264,5707,5659,255,187965,2022-07-10 22:00:00,16,2,0,5,2
6632723,675,679,795,186267,2020-12-12 20:00:00,13,2,0,3,6
7517691,3799,3803,412,187374,2022-03-20 14:00:00,29,1,0,6,11
7485233,1624,1619,364,187475,2022-02-09 19:45:00,24,2,3,2,8
7246274,5673,5656,255,187168,2021-06-06 19:00:00,2,0,1,6,4
7517645,3774,19830,412,187374,2022-04-15 19:00:00,32,2,3,6,0
6185014,5812,5651,255,186667,2020-10-17 22:00:00,17,1,1,2,11
10480425,1642,1633,364,188989,2024-02-17 15:00:00,25,2,0,5,2
